OKR,Área del Banco,ID Epica,Costo,Equipo,Ciclo de desarrollo,Fecha de inicio,Fecha de fin
100,Operaciones,470,6327,equipo 6,agil,"Sep 25, 2023 11:32 AM","Apr 6, 2024 1:14 PM"
100,Cumplimiento,798,18335,equipo 3,hibrido,"Aug 8, 2023 6:28 AM","Apr 9, 2024 1:14 PM"
200,Gente,597,27282,equipo 4,hibrido,"Oct 10, 2023 7:47 PM","Nov 30, 2023 11:59 PM"
400,Gente,865,32813,equipo 6,hibrido,"Jan 2, 2024 10:57 PM","Aug 24, 2023 7:18 AM"
200,Operaciones,629,5541,equipo 5 ,agil,"Feb 27, 2024 5:50 PM","Dec 31, 2023 10:07 AM"
400,Payments,684,8203,equipo 3,hibrido,"Aug 16, 2023 7:21 AM","Dec 29, 2023 5:03 AM"
400,Credito,388,39382,equipo 3,agil,"Jul 25, 2023 7:52 PM","Apr 4, 2024 10:24 PM"
200,Gente,561,34350,equipo 6,agil,"Mar 9, 2024 12:03 AM","May 19, 2024 4:24 PM"
400,Payments,788,43387,equipo 4,hibrido,"Mar 13, 2024 11:47 AM","Dec 1, 2023 8:40 AM"
200,Cumplimiento,313,8328,equipo 5 ,hibrido,"Jun 16, 2023 5:08 AM","Feb 25, 2024 10:57 PM"
400,Operaciones,904,5035,equipo 3,agil,"Jul 31, 2023 12:43 PM","Dec 26, 2023 8:07 PM"
300,Credito,293,32109,equipo 1,hibrido,"May 29, 2024 7:36 PM","Mar 7, 2024 2:32 PM"
400,Operaciones,305,8323,equipo 4,agil,"Aug 5, 2023 12:06 AM","Oct 18, 2023 11:56 AM"
300,Tecnologia,877,27043,equipo 3,hibrido,"Apr 21, 2024 8:54 PM","Sep 16, 2023 6:01 AM"
400,Cumplimiento,827,20185,equipo 1,hibrido,"Jan 12, 2024 9:06 PM","Dec 10, 2023 11:12 PM"
400,Zona Libre,923,5592,equipo 3,hibrido,"Sep 15, 2023 8:27 PM","Nov 21, 2023 1:26 PM"
400,Gente,621,15431,equipo 2,agil,"Dec 13, 2023 10:48 PM","Aug 29, 2023 4:19 AM"
200,Credito,516,5283,equipo 1,agil,"Sep 7, 2023 4:33 AM","Apr 17, 2024 4:18 PM"
300,Gente,975,12162,equipo 5 ,agil,"Mar 31, 2024 8:48 AM","Jan 8, 2024 10:46 PM"
100,Tecnologia,600,7480,equipo 2,hibrido,"Sep 19, 2023 3:42 PM","May 20, 2024 1:46 AM"
500,Gente,749,5308,equipo 1,agil,"Jan 28, 2024 7:25 PM","Mar 23, 2024 6:56 AM"
400,Credito,381,17344,equipo 3,agil,"Mar 13, 2024 1:33 PM","Dec 3, 2023 8:34 AM"
400,Zona Libre,760,24267,equipo 2,hibrido,"Jul 3, 2023 10:14 PM","Nov 30, 2023 12:38 AM"
200,Zona Libre,457,6848,equipo 6,agil,"Jun 9, 2024 1:43 AM","Sep 3, 2023 3:47 PM"
500,Gente,603,40871,equipo 3,hibrido,"Sep 23, 2023 4:29 PM","Oct 5, 2023 2:51 PM"
200,Cumplimiento,605,15871,equipo 2,agil,"May 22, 2024 10:37 PM","Sep 14, 2023 12:50 PM"
400,Payments,576,42336,equipo 3,agil,"May 15, 2024 2:35 PM","Dec 12, 2023 4:41 PM"
400,Operaciones,857,22260,equipo 5 ,hibrido,"Aug 14, 2023 4:14 PM","Sep 16, 2023 7:39 AM"
500,Payments,552,33512,equipo 7,agil,"Dec 14, 2023 1:25 AM","Jul 6, 2023 9:39 AM"
400,Zona Libre,668,10487,equipo 4,hibrido,"Jun 8, 2024 7:02 PM","Nov 4, 2023 11:23 PM"
400,Zona Libre,509,26666,equipo 3,agil,"Jul 19, 2023 1:22 PM","Sep 4, 2023 3:46 AM"
400,Zona Libre,445,2119,equipo 2,hibrido,"Jul 19, 2023 11:57 PM","May 13, 2024 12:27 PM"
200,Cumplimiento,560,9258,equipo 5 ,hibrido,"Sep 17, 2023 6:25 AM","Mar 10, 2024 2:28 AM"
400,Cumplimiento,947,10096,equipo 2,agil,"Oct 18, 2023 6:21 PM","Oct 19, 2023 4:18 PM"
400,Gente,730,40695,equipo 5 ,agil,"Nov 26, 2023 1:41 AM","Feb 19, 2024 2:26 PM"
500,Cumplimiento,408,36768,equipo 4,agil,"May 30, 2024 9:44 PM","Jun 28, 2024 12:07 AM"
300,Payments,907,19503,equipo 5 ,hibrido,"Feb 2, 2024 6:02 PM","Feb 9, 2024 7:30 PM"
100,Tecnologia,385,30873,equipo 1,hibrido,"Jun 14, 2024 3:21 AM","Jul 22, 2023 9:07 PM"
400,Operaciones,973,30655,equipo 6,agil,"Jun 7, 2023 5:33 PM","Jul 1, 2024 6:30 PM"
300,Cumplimiento,997,25474,equipo 3,agil,"Sep 2, 2023 1:51 AM","Sep 5, 2023 7:18 PM"
200,Gente,509,38507,equipo 5 ,agil,"Sep 3, 2023 5:31 AM","Mar 18, 2024 11:42 PM"
300,Operaciones,768,31592,equipo 5 ,agil,"May 9, 2024 12:07 AM","Feb 3, 2024 12:11 AM"
200,Zona Libre,392,20501,equipo 7,agil,"Oct 7, 2023 2:33 AM","Dec 16, 2023 7:26 AM"
300,Tecnologia,541,4782,equipo 6,hibrido,"Feb 1, 2024 3:48 AM","Jun 13, 2024 4:11 AM"
500,Operaciones,630,26471,equipo 1,agil,"Jan 24, 2024 3:01 PM","Mar 31, 2024 2:28 PM"
200,Credito,844,33874,equipo 1,agil,"Jun 3, 2023 9:00 AM","Mar 5, 2024 6:00 PM"
500,Cumplimiento,960,41208,equipo 7,hibrido,"Apr 12, 2024 1:56 PM","Apr 4, 2024 8:36 AM"
400,Payments,458,21745,equipo 3,hibrido,"Mar 5, 2024 5:43 PM","Jun 5, 2024 1:31 PM"
400,Operaciones,632,9234,equipo 5 ,agil,"Apr 26, 2024 8:28 AM","Sep 8, 2023 3:48 PM"
300,Payments,603,43941,equipo 4,agil,"Sep 6, 2023 7:32 PM","Dec 30, 2023 10:20 AM"
300,Credito,380,17122,equipo 4,hibrido,"Jul 15, 2023 11:54 PM","Jan 7, 2024 7:03 PM"
200,Zona Libre,446,28999,equipo 6,agil,"Nov 17, 2023 6:45 PM","Jul 3, 2023 4:47 AM"
100,Zona Libre,772,24674,equipo 4,hibrido,"Jan 22, 2024 11:35 PM","Dec 14, 2023 9:55 PM"
200,Zona Libre,454,21767,equipo 3,hibrido,"Jan 27, 2024 3:11 PM","Sep 2, 2023 1:47 PM"
500,Zona Libre,670,29158,equipo 1,agil,"Apr 23, 2024 8:57 PM","May 6, 2024 7:13 AM"
400,Gente,257,44948,equipo 4,hibrido,"Aug 29, 2023 9:59 PM","Mar 5, 2024 4:16 PM"
100,Payments,361,3465,equipo 4,agil,"Jan 31, 2024 10:51 AM","Jun 1, 2024 9:39 AM"
400,Zona Libre,707,32678,equipo 2,agil,"Jun 25, 2023 8:29 PM","Feb 1, 2024 1:32 PM"
200,Operaciones,800,33719,equipo 3,hibrido,"Jul 29, 2023 9:33 AM","Jun 23, 2024 4:47 AM"
200,Cumplimiento,993,13363,equipo 2,agil,"Jun 3, 2024 3:05 AM","Dec 12, 2023 12:51 AM"
100,Operaciones,754,36975,equipo 2,hibrido,"Oct 16, 2023 3:22 AM","Oct 27, 2023 5:48 PM"
300,Credito,796,24406,equipo 4,hibrido,"May 29, 2024 5:34 PM","Feb 27, 2024 11:33 AM"
200,Corporativa,263,42011,equipo 6,agil,"Jun 14, 2023 7:43 PM","Mar 20, 2024 7:27 PM"
400,Zona Libre,964,28700,equipo 5 ,agil,"Apr 11, 2024 9:15 AM","May 16, 2024 3:23 AM"
400,Zona Libre,504,42241,equipo 7,agil,"Sep 6, 2023 3:10 PM","Jun 27, 2024 7:23 PM"
200,Corporativa,980,5406,equipo 7,hibrido,"Jun 1, 2023 2:33 AM","Dec 11, 2023 4:43 PM"
300,Gente,609,27920,equipo 7,hibrido,"Jun 5, 2024 2:45 AM","Apr 6, 2024 10:10 AM"
200,Zona Libre,591,20340,equipo 3,agil,"Jul 13, 2023 3:58 PM","Jul 21, 2023 12:39 PM"
500,Payments,882,39981,equipo 5 ,agil,"Jun 30, 2023 11:25 PM","Mar 4, 2024 1:15 AM"
300,Operaciones,696,27517,equipo 6,agil,"Jan 26, 2024 6:29 AM","Oct 5, 2023 4:16 AM"
200,Credito,973,1491,equipo 3,hibrido,"Jul 6, 2023 3:51 PM","Dec 22, 2023 2:02 PM"
100,Zona Libre,412,40635,equipo 7,agil,"Jul 29, 2023 1:27 AM","Jan 10, 2024 4:57 PM"
200,Operaciones,686,14930,equipo 5 ,agil,"Feb 17, 2024 4:50 AM","Jun 23, 2024 9:23 PM"
200,Tecnologia,785,3209,equipo 5 ,agil,"Sep 18, 2023 6:56 PM","Sep 11, 2023 6:35 PM"
100,Credito,645,13053,equipo 3,agil,"Jul 19, 2023 10:37 PM","Mar 14, 2024 7:00 PM"
100,Cumplimiento,845,16366,equipo 5 ,hibrido,"Apr 15, 2024 7:12 AM","Jan 9, 2024 10:36 PM"
400,Credito,271,1931,equipo 3,agil,"Sep 20, 2023 4:26 AM","Jun 23, 2024 1:18 AM"
100,Zona Libre,615,43956,equipo 2,agil,"Dec 5, 2023 12:20 PM","Apr 14, 2024 1:55 PM"
300,Cumplimiento,880,14916,equipo 3,hibrido,"Oct 19, 2023 7:09 PM","Dec 6, 2023 7:07 PM"
500,Cumplimiento,295,33916,equipo 4,hibrido,"Jan 10, 2024 9:45 PM","Jul 28, 2023 2:48 AM"
400,Corporativa,688,30453,equipo 5 ,agil,"Jun 12, 2024 10:26 PM","Jul 10, 2023 11:37 PM"
200,Cumplimiento,800,31697,equipo 6,hibrido,"Aug 9, 2023 5:00 AM","May 27, 2024 12:37 AM"
100,Tecnologia,755,14445,equipo 6,hibrido,"Jan 6, 2024 5:05 PM","Feb 6, 2024 12:40 AM"
300,Cumplimiento,607,21681,equipo 2,agil,"Apr 20, 2024 6:28 AM","Nov 25, 2023 3:30 AM"
400,Zona Libre,541,37773,equipo 4,hibrido,"Jun 18, 2023 8:17 AM","Aug 4, 2023 1:18 PM"
200,Payments,725,3298,equipo 6,agil,"Jul 4, 2023 9:38 AM","Oct 23, 2023 2:33 AM"
500,Cumplimiento,270,29915,equipo 6,agil,"Mar 29, 2024 11:22 PM","Jul 1, 2024 9:40 PM"
400,Zona Libre,838,29150,equipo 5 ,hibrido,"Aug 16, 2023 4:28 PM","Jan 17, 2024 2:49 AM"
400,Operaciones,928,11650,equipo 6,hibrido,"Nov 22, 2023 12:13 PM","Mar 1, 2024 1:25 PM"
200,Zona Libre,546,22320,equipo 3,agil,"Apr 19, 2024 6:19 AM","Jun 5, 2024 3:58 AM"
500,Credito,717,12415,equipo 1,hibrido,"Mar 28, 2024 10:04 AM","May 18, 2024 8:18 PM"
100,Tecnologia,898,39483,equipo 2,agil,"Jan 2, 2024 5:03 PM","Apr 4, 2024 2:48 AM"
300,Zona Libre,839,37859,equipo 3,agil,"Jul 19, 2023 8:14 AM","Aug 21, 2023 11:24 AM"
300,Zona Libre,314,37606,equipo 6,agil,"Oct 10, 2023 2:55 PM","Sep 16, 2023 6:00 PM"
400,Gente,429,20410,equipo 7,hibrido,"Aug 3, 2023 12:42 PM","Jul 30, 2023 1:48 AM"
500,Cumplimiento,719,34891,equipo 7,agil,"Jul 10, 2023 7:28 AM","Nov 11, 2023 6:24 PM"
400,Zona Libre,257,40922,equipo 3,hibrido,"Mar 10, 2024 11:09 AM","Apr 16, 2024 1:54 PM"
400,Corporativa,254,1482,equipo 6,hibrido,"Jul 17, 2023 3:26 PM","Aug 14, 2023 3:50 PM"
400,Zona Libre,824,43038,equipo 5 ,agil,"Aug 16, 2023 4:12 AM","Sep 27, 2023 1:09 AM"
400,Gente,402,6915,equipo 1,hibrido,"May 24, 2024 3:40 PM","Jul 18, 2023 5:35 AM"
100,Gente,422,40110,equipo 5 ,hibrido,"Mar 8, 2024 3:19 PM","Jun 7, 2024 8:45 AM"
300,Gente,660,25936,equipo 4,hibrido,"Oct 16, 2023 1:11 PM","Apr 27, 2024 10:31 AM"
400,Operaciones,751,18277,equipo 2,agil,"Dec 29, 2023 10:23 PM","Mar 18, 2024 1:40 AM"
500,Zona Libre,967,24493,equipo 4,agil,"May 18, 2024 11:38 PM","Apr 27, 2024 1:58 AM"
300,Operaciones,500,42386,equipo 5 ,agil,"Aug 6, 2023 11:54 PM","Apr 25, 2024 1:33 PM"
500,Cumplimiento,790,1300,equipo 6,hibrido,"May 21, 2024 9:04 PM","Aug 6, 2023 5:52 PM"
200,Cumplimiento,890,8823,equipo 7,hibrido,"Apr 16, 2024 10:22 AM","Jul 2, 2023 4:34 AM"
300,Credito,814,15376,equipo 4,hibrido,"Apr 28, 2024 1:59 PM","Dec 31, 2023 6:13 AM"
300,Operaciones,673,16151,equipo 5 ,hibrido,"Feb 25, 2024 2:33 AM","Dec 4, 2023 9:04 AM"
500,Credito,728,17849,equipo 6,hibrido,"Jan 10, 2024 10:23 PM","Feb 16, 2024 11:27 AM"
400,Zona Libre,583,12836,equipo 7,hibrido,"May 21, 2024 4:12 PM","Feb 28, 2024 8:48 AM"
300,Zona Libre,311,37527,equipo 6,hibrido,"Oct 2, 2023 4:57 PM","Aug 31, 2023 6:07 PM"
500,Cumplimiento,459,40975,equipo 7,agil,"Mar 31, 2024 4:09 PM","Dec 30, 2023 1:40 PM"
200,Cumplimiento,961,15310,equipo 2,agil,"Jun 7, 2024 12:18 PM","May 22, 2024 3:58 AM"
400,Operaciones,818,20410,equipo 5 ,agil,"Mar 1, 2024 4:09 PM","Nov 22, 2023 2:08 AM"
100,Operaciones,469,22698,equipo 6,agil,"Jul 15, 2023 7:44 AM","Jan 20, 2024 1:25 AM"
100,Operaciones,599,32257,equipo 5 ,agil,"Dec 6, 2023 10:32 AM","Mar 17, 2024 4:33 PM"
200,Credito,546,32453,equipo 5 ,hibrido,"Apr 27, 2024 1:21 PM","Jan 11, 2024 12:08 PM"
100,Tecnologia,808,3722,equipo 7,agil,"Jul 1, 2023 9:06 PM","May 12, 2024 3:06 PM"
300,Operaciones,565,3370,equipo 3,agil,"Jan 29, 2024 4:30 AM","Mar 11, 2024 9:45 AM"
500,Cumplimiento,377,28806,equipo 5 ,hibrido,"Feb 25, 2024 3:31 AM","Mar 4, 2024 7:04 PM"
400,Zona Libre,992,30407,equipo 6,agil,"Oct 18, 2023 1:24 PM","Mar 7, 2024 10:55 AM"
200,Credito,388,28373,equipo 6,hibrido,"Mar 1, 2024 4:01 PM","Nov 10, 2023 3:16 AM"
300,Operaciones,287,9759,equipo 4,agil,"Jun 7, 2023 2:41 AM","Sep 17, 2023 4:29 AM"
400,Gente,753,41801,equipo 6,agil,"Sep 20, 2023 12:02 AM","Nov 11, 2023 5:48 PM"
300,Zona Libre,546,22251,equipo 7,hibrido,"Jun 23, 2023 9:28 AM","Feb 17, 2024 8:11 AM"
200,Operaciones,903,43711,equipo 5 ,agil,"Oct 24, 2023 3:42 PM","Nov 9, 2023 9:35 PM"
400,Credito,904,8720,equipo 3,agil,"Feb 4, 2024 6:33 AM","Jan 14, 2024 1:38 AM"
400,Zona Libre,508,14659,equipo 6,agil,"Nov 4, 2023 1:14 AM","Apr 11, 2024 5:58 PM"
300,Credito,263,33256,equipo 2,hibrido,"Jul 28, 2023 10:44 PM","Dec 28, 2023 12:17 PM"
300,Cumplimiento,494,7887,equipo 4,agil,"Apr 4, 2024 11:30 PM","Jun 3, 2024 3:57 AM"
200,Operaciones,269,19181,equipo 5 ,agil,"Feb 24, 2024 11:57 PM","May 16, 2024 10:26 PM"
300,Credito,659,26582,equipo 7,agil,"Mar 18, 2024 10:06 AM","Mar 29, 2024 1:27 AM"
500,Cumplimiento,387,20223,equipo 6,hibrido,"Dec 28, 2023 9:43 PM","Dec 6, 2023 2:53 AM"
300,Cumplimiento,694,25680,equipo 3,agil,"Mar 23, 2024 7:08 AM","Feb 20, 2024 5:41 PM"
300,Payments,582,19660,equipo 6,hibrido,"Oct 13, 2023 10:50 PM","Jul 8, 2023 12:31 AM"
400,Credito,292,21648,equipo 3,hibrido,"Oct 30, 2023 5:58 PM","Dec 1, 2023 4:22 PM"
100,Credito,770,10719,equipo 7,hibrido,"Apr 5, 2024 5:28 PM","Jan 13, 2024 1:19 PM"
200,Payments,751,7351,equipo 3,hibrido,"Aug 25, 2023 8:49 AM","Jan 15, 2024 12:05 AM"
200,Gente,657,28086,equipo 3,agil,"Apr 20, 2024 12:15 PM","Dec 25, 2023 8:51 AM"
300,Payments,550,13870,equipo 2,agil,"Sep 19, 2023 11:10 PM","Nov 9, 2023 9:16 AM"
400,Payments,413,5837,equipo 2,hibrido,"Mar 23, 2024 8:34 PM","Sep 30, 2023 7:04 PM"
200,Zona Libre,314,24988,equipo 7,hibrido,"Jul 27, 2023 4:48 PM","Jun 17, 2024 10:22 AM"
400,Payments,576,32241,equipo 3,hibrido,"Feb 27, 2024 6:41 AM","Mar 4, 2024 1:39 AM"
400,Gente,850,2705,equipo 5 ,agil,"Nov 15, 2023 10:39 PM","Jan 9, 2024 8:52 AM"
400,Gente,478,29504,equipo 4,agil,"Apr 10, 2024 3:35 PM","Apr 8, 2024 12:42 AM"
200,Gente,877,10071,equipo 6,agil,"Jul 25, 2023 6:43 AM","Nov 2, 2023 4:37 AM"
400,Gente,878,29366,equipo 2,agil,"Feb 25, 2024 6:26 AM","Nov 8, 2023 1:24 PM"
200,Credito,739,32334,equipo 4,hibrido,"Dec 10, 2023 6:30 PM","Dec 10, 2023 1:20 PM"
100,Payments,354,9647,equipo 2,hibrido,"Oct 19, 2023 5:18 PM","Jun 30, 2024 1:52 PM"
200,Credito,883,3361,equipo 7,hibrido,"Feb 22, 2024 8:44 AM","Oct 17, 2023 12:55 AM"
400,Zona Libre,346,42144,equipo 6,agil,"Oct 2, 2023 3:59 AM","May 3, 2024 3:22 PM"
200,Tecnologia,746,33714,equipo 2,hibrido,"Jun 17, 2023 5:25 PM","Nov 25, 2023 7:36 AM"
300,Gente,367,13047,equipo 2,hibrido,"Jul 25, 2023 2:11 PM","Mar 23, 2024 3:31 PM"
100,Tecnologia,738,32555,equipo 6,agil,"Nov 3, 2023 5:31 AM","May 13, 2024 2:28 AM"
400,Corporativa,828,3877,equipo 4,hibrido,"Mar 11, 2024 5:21 AM","May 14, 2024 8:25 PM"
300,Corporativa,402,34520,equipo 4,hibrido,"Jan 22, 2024 10:56 PM","Jun 21, 2024 11:33 AM"
400,Cumplimiento,927,28989,equipo 4,hibrido,"May 2, 2024 11:06 AM","Mar 30, 2024 1:44 AM"
400,Corporativa,954,14816,equipo 4,agil,"Jun 13, 2023 4:43 AM","Apr 24, 2024 9:20 PM"
200,Tecnologia,379,32257,equipo 6,agil,"Feb 20, 2024 8:02 AM","Mar 25, 2024 2:02 AM"
400,Cumplimiento,514,23490,equipo 4,hibrido,"Jun 18, 2023 6:18 PM","Feb 4, 2024 4:15 AM"
300,Zona Libre,782,4096,equipo 7,agil,"Aug 10, 2023 10:09 AM","Nov 25, 2023 7:46 AM"
500,Gente,658,28244,equipo 1,agil,"Oct 14, 2023 1:36 PM","Feb 5, 2024 10:07 PM"
400,Zona Libre,399,12607,equipo 6,hibrido,"Sep 29, 2023 3:13 AM","May 27, 2024 1:22 PM"
300,Operaciones,728,28881,equipo 5 ,hibrido,"Mar 31, 2024 2:32 AM","May 31, 2024 5:19 PM"
200,Gente,608,35078,equipo 5 ,agil,"Jul 3, 2023 7:55 PM","Oct 5, 2023 8:01 PM"
200,Payments,771,32154,equipo 5 ,hibrido,"Jun 6, 2024 6:26 AM","Mar 30, 2024 9:58 PM"
300,Credito,915,10213,equipo 4,agil,"May 10, 2024 5:37 PM","Feb 12, 2024 4:04 PM"
100,Payments,421,38815,equipo 6,agil,"May 26, 2024 7:06 PM","Jan 5, 2024 9:08 AM"
200,Operaciones,449,28297,equipo 5 ,agil,"Jan 11, 2024 7:50 PM","Feb 26, 2024 6:08 PM"
400,Gente,877,31261,equipo 4,hibrido,"Apr 13, 2024 4:53 PM","May 22, 2024 11:33 AM"
200,Gente,782,10140,equipo 4,hibrido,"Apr 16, 2024 6:58 PM","Feb 19, 2024 7:11 PM"
200,Zona Libre,401,41521,equipo 1,hibrido,"Feb 1, 2024 12:39 AM","Sep 2, 2023 12:00 PM"
200,Zona Libre,494,13614,equipo 5 ,agil,"Sep 9, 2023 11:53 PM","Aug 30, 2023 4:29 AM"
500,Operaciones,825,32169,equipo 4,hibrido,"Dec 12, 2023 2:38 PM","Sep 10, 2023 4:04 PM"
200,Zona Libre,716,27399,equipo 5 ,agil,"Jan 12, 2024 2:36 AM","Jun 17, 2024 5:22 PM"
200,Corporativa,288,22560,equipo 5 ,hibrido,"Jun 13, 2024 1:07 AM","Jan 26, 2024 5:23 PM"
200,Operaciones,870,3053,equipo 3,hibrido,"Nov 8, 2023 1:05 AM","Aug 12, 2023 4:08 PM"
300,Payments,384,15634,equipo 5 ,agil,"Jan 8, 2024 4:45 PM","Aug 8, 2023 6:31 PM"
200,Zona Libre,992,4090,equipo 5 ,hibrido,"Mar 30, 2024 4:40 PM","Dec 1, 2023 6:32 AM"
200,Gente,560,15160,equipo 6,hibrido,"Jan 18, 2024 7:41 AM","Jun 6, 2024 12:59 PM"
200,Cumplimiento,391,37203,equipo 5 ,hibrido,"Aug 29, 2023 11:11 PM","Sep 6, 2023 7:48 AM"
500,Gente,439,13644,equipo 3,hibrido,"Mar 7, 2024 4:55 PM","Mar 8, 2024 9:57 PM"
500,Payments,917,12719,equipo 2,agil,"Jul 14, 2023 12:09 PM","Dec 20, 2023 4:27 AM"
300,Zona Libre,777,31460,equipo 6,hibrido,"Nov 15, 2023 2:33 PM","Dec 19, 2023 11:33 AM"
